"id","ident","type","name","latitude_deg","longitude_deg","elevation_ft","continent","iso_country","iso_region","municipality","scheduled_service","gps_code","iata_code","local_code","home_link","wikipedia_link","keywords"
2792,"FAJS","large_airport","OR Tambo International Airport",-26.1392,28.246,5558,"AF","ZA","ZA-GT","Johannesburg","yes","FAOR","JNB","","http://www.acsa.co.za/home.asp?pid=228","http://en.wikipedia.org/wiki/OR_Tambo_International_Airport","Johannesburg International Airport"
2793,"FAKD","medium_airport","P C Pelser Airport",-26.8711,26.718,4444,"AF","ZA","ZA-NW","Klerksdorp","no","FAKD","KXE","","","",""
2794,"FAKM","medium_airport","Kimberley Airport",-28.8028,24.7652,3950,"AF","ZA","ZA-NC","Kimberley","yes","FAKM","KIM","","","http://en.wikipedia.org/wiki/Kimberley_Airport",""
2795,"FAKN","medium_airport","Kruger Mpumalanga International Airport",-25.3832,31.1056,2829,"AF","ZA","ZA-MP","Mpumalanga","yes","FAKN","MQP","","","http://en.wikipedia.org/wiki/Kruger_Mpumalanga_International_Airport",""
2798,"FAKU","medium_airport","Johan Pienaar Airport",-27.4567,23.4114,4382,"AF","ZA","ZA-NC","Kuruman","no","FAKU","KMH","","","http://en.wikipedia.org/wiki/Johan_Pienaar_Airport",""
2799,"FAKZ","medium_airport","Kleinsee Airport",-29.6884,17.094,270,"AF","ZA","ZA-NC","Kleinsee","no","FAKZ","KLZ","","","http://en.wikipedia.org/wiki/Kleinzee_Airport",""
2800,"FALA","medium_airport","Lanseria Airport",-25.9385,27.9261,4517,"AF","ZA","ZA-GT","Johannesburg","yes","FALA","HLA","","","http://en.wikipedia.org/wiki/Lanseria_Airport",""
2801,"FALC","medium_airport","Lime Acres Finsch Mine Airport",-28.3601,23.4391,4900,"AF","ZA","ZA-NC","Lime Acres","no","FALC","LMR","","","",""
2805,"FALW","medium_airport","Langebaanweg Airport",-32.9689,18.1603,108,"AF","ZA","ZA-WC","Langebaanweg","no","FALW","SDB","","","http://en.wikipedia.org/wiki/AFB_Langebaanweg",""
2806,"FALY","medium_airport","Ladysmith Airport",-28.5817,29.7497,3548,"AF","ZA","ZA-NL","Ladysmith","no","FALY","LAY","","","http://en.wikipedia.org/wiki/Ladysmith_Airport",""
2808,"FAMD","medium_airport","Malamala Airport",-24.8181,31.5446,1124,"AF","ZA","ZA-NP","Malamala","yes","FAMD","AAM","","","http://en.wikipedia.org/wiki/Mala_Mala_Airport",""
2809,"FAMG","medium_airport","Margate Airport",-30.8574,30.343,495,"AF","ZA","ZA-NL","Margate","yes","FAMG","MGH","","","http://en.wikipedia.org/wiki/Margate_Airport",""
2812,"FAMM","medium_airport","Mmabatho International Airport",-25.7984,25.548,4181,"AF","ZA","ZA-NW","Mafeking","yes","FAMM","MBD","","","http://en.wikipedia.org/wiki/Mmabatho_International_Airport","Mafikeng"
2813,"FAMN","medium_airport","Riverside Airport",-25.43,31.5767,1024,"AF","ZA","ZA-MP","Malelane","no","FAMN","LLE","","","",""
2815,"FAMU","medium_airport","Mkuze Airport",-27.6261,32.0443,400,"AF","ZA","ZA-NL","Mkuze","no","FAMU","MZQ","","","",""
2816,"FANC","medium_airport","Newcastle Airport",-27.7706,29.9769,4074,"AF","ZA","ZA-NL","Newcastle","no","FANC","NCS","","","http://en.wikipedia.org/wiki/Newcastle_Airport_(South_Africa)",""
2819,"FAOH","medium_airport","Oudtshoorn Airport",-33.607,22.189,1063,"AF","ZA","ZA-WC","Oudtshoorn","no","FAOH","OUH","FAOH","","",""
2820,"FAPE","medium_airport","Port Elizabeth Airport",-33.9849,25.6173,226,"AF","ZA","ZA-EC","Port Elizabeth","yes","FAPE","PLZ","","http://www.acsa.co.za/home.asp?pid=236","http://en.wikipedia.org/wiki/Port_Elizabeth_Airport","Verwoerd International Airport"
2821,"FAPG","medium_airport","Plettenberg Bay Airport",-34.0882,23.3287,465,"AF","ZA","ZA-WC","Plettenberg Bay","no","FAPG","PBZ","","","",""
2822,"FAPH","medium_airport","Hendrik Van Eck Airport",-23.9372,31.1554,1432,"AF","ZA","ZA-NP","Phalaborwa","yes","FAPH","PHW","","","http://en.wikipedia.org/wiki/Hendrik_Van_Eck_Airport",""
2824,"FAPJ","medium_airport","Port St Johns Airport",-31.6059,29.5198,1227,"AF","ZA","ZA-EC","Port St Johns","no","FAPJ","JOH","","","",""
2825,"FAPM","medium_airport","Pietermaritzburg Airport",-29.649,30.3987,2423,"AF","ZA","ZA-NL","Pietermaritzburg","yes","FAPM","PZB","","","http://en.wikipedia.org/wiki/Pietermaritzburg_Airport",""
2827,"FAPP","medium_airport","Polokwane International Airport",-23.8453,29.4586,4076,"AF","ZA","ZA-NP","Polokwane","yes","FAPP","PTG","","","http://en.wikipedia.org/wiki/Polokwane_International_Airport","FAPB,  AFB Pietersburg,  Pietersburg International Airport, Gateway International Airport"
2828,"FAPS","medium_airport","Potchefstroom Airport",-26.671,27.0819,4520,"AF","ZA","ZA-NW","Potchefstroom","no","FAPS","PCF","","","",""
2830,"FAQT","medium_airport","Queenstown Airport",-31.9202,26.8822,3637,"AF","ZA","ZA-EC","Queenstown","no","FAQT","UTW","","","",""
2831,"FARB","medium_airport","Richards Bay Airport",-28.741,32.0921,109,"AF","ZA","ZA-NL","Richards Bay","yes","FARB","RCB","","","http://en.wikipedia.org/wiki/Richards_Bay_Airport",""
2833,"FARS","medium_airport","Robertson Airport",-33.8122,19.9028,640,"AF","ZA","ZA-WC","Robertson","no","FARS","ROD","","","",""
2834,"FASB","medium_airport","Springbok Airport",-29.6893,17.9396,2690,"AF","ZA","ZA-NC","Springbok","no","FASB","SBU","","","",""
2835,"FASC","medium_airport","Secunda Airport",-26.5241,29.1701,5250,"AF","ZA","ZA-MP","Secunda","no","FASC","ZEC","","","",""
2839,"FASS","medium_airport","Sishen Airport",-27.6486,22.9993,3848,"AF","ZA","ZA-NC","Sishen","no","FASS","SIS","","","",""
2841,"FASZ","medium_airport","Skukuza Airport",-24.9609,31.5887,1020,"AF","ZA","ZA-MP","Skukuza","no","FASZ","SZK","","","http://en.wikipedia.org/wiki/Skukuza_Airport",""
2845,"FATZ","medium_airport","Tzaneen Airport",-23.8244,30.3293,1914,"AF","ZA","ZA-NP","Tzaneen","no","FATZ","LTA","","","",""
2846,"FAUL","medium_airport","Prince Mangosuthu Buthelezi Airport",-28.3206,31.4165,1720,"AF","ZA","ZA-NL","Ulundi","no","FAUL","ULD","","","http://en.wikipedia.org/wiki/Ulundi_Airport",""
2847,"FAUP","medium_airport","Pierre Van Ryneveld Airport",-28.3991,21.2602,2782,"AF","ZA","ZA-NC","Upington","yes","FAUP","UTN","","","http://en.wikipedia.org/wiki/Upington_Airport",""
2848,"FAUT","medium_airport","K. D. Matanzima Airport",-31.5464,28.6734,2400,"AF","ZA","ZA-EC","Mthatha","yes","FAUT","UTT","","","http://en.wikipedia.org/wiki/K.D._Matanzima_Airport","Umtata"
2849,"FAVB","medium_airport","Vryburg Airport",-26.9824,24.7288,3920,"AF","ZA","ZA-NW","Vyrburg","no","FAVB","VRU","","","http://en.wikipedia.org/wiki/Vryburg_Airport",""
2850,"FAVG","medium_airport","Virginia Airport",-29.7706,31.0584,20,"AF","ZA","ZA-NL","Durban","no","FAVG","VIR","","","",""
2852,"FAVR","medium_airport","Vredendal Airport",-31.641,18.5448,330,"AF","ZA","ZA-WC","Vredendal","no","FAVR","VRE","","","",""
2854,"FAWB","medium_airport","Wonderboom Airport",-25.6539,28.2242,4095,"AF","ZA","ZA-GT","Pretoria","yes","FAWB","PRY","","http://www.wonderboomairport.co.za/","http://en.wikipedia.org/wiki/Wonderboom_Airport",""
2860,"FBFT","medium_airport","Francistown Airport",-21.1596,27.4745,3283,"AF","BW","BW-NE","Francistown","yes","FBFT","FRW","","","http://en.wikipedia.org/wiki/Francistown_Airport",""
2861,"FBJW","medium_airport","Jwaneng Airport",-24.6023,24.691,3900,"AF","BW","BW-SO","","yes","FBJW","JWA","","","http://en.wikipedia.org/wiki/Jwaneng_Airport",""
2862,"FBKE","medium_airport","Kasane Airport",-17.8329,25.1624,3289,"AF","BW","BW-NW","Kasane","yes","FBKE","BBK","","","http://en.wikipedia.org/wiki/Kasane_Airport",""
2863,"FBMN","medium_airport","Maun Airport",-19.9726,23.4311,3093,"AF","BW","BW-NW","Maun","yes","FBMN","MUB","","","http://en.wikipedia.org/wiki/Maun_Airport",""
2864,"FBSK","medium_airport","Sir Seretse Khama International Airport",-24.5552,25.9182,3299,"AF","BW","BW-SE","Gaborone","yes","FBSK","GBE","","","http://en.wikipedia.org/wiki/Sir_Seretse_Khama_International_Airport",""
2865,"FBSN","medium_airport","Sua Pan Airport",-20.5534,26.1158,2985,"AF","BW","BW-CE","Sowa","no","FBSN","SXN","","","https://en.wikipedia.org/wiki/Sua_Pan_Airport",""
2866,"FBSP","medium_airport","Selebi Phikwe Airport",-22.0583,27.8288,2925,"AF","BW","BW-CE","","yes","FBSP","PKW","","","http://en.wikipedia.org/wiki/Selebi-Phikwe_Airport",""
2868,"FCBB","medium_airport","Maya-Maya Airport",-4.2517,15.253,1048,"AF","CG","CG-12","Brazzaville","yes","FCBB","BZV","","","http://en.wikipedia.org/wiki/Maya-Maya_Airport",""
2869,"FCOO","medium_airport","Owando Airport",-0.53135,15.9501,1214,"AF","CG","CG-8","Owando","no","FCOO","FTX","","","",""
2870,"FCOU","medium_airport","Ouesso Airport",1.61599,16.0379,1158,"AF","CG","CG-13","","no","FCOU","OUE","","","",""
2871,"FCPP","medium_airport","Pointe Noire Airport",-4.81603,11.8866,55,"AF","CG","CG-5","Pointe Noire","yes","FCPP","PNR","","","http://en.wikipedia.org/wiki/Pointe_Noire_Airport","Antonio Agostinho Neto International Airport"
2872,"FDMS","medium_airport","Matsapha Airport",-26.529,31.3075,2075,"AF","SZ","SZ-MA","Manzini","yes","FDMS","MTS","","","http://en.wikipedia.org/wiki/Matsapha_Airport",""
2873,"FEFF","medium_airport","Bangui M'Poko International Airport",4.39848,18.5188,1208,"AF","CF","CF-MP","Bangui","yes","FEFF","BGF","","","http://en.wikipedia.org/wiki/Bangui_M'Poko_International_Airport",""
2874,"FEFT","medium_airport","Berbérati Airport",4.22158,15.7864,1929,"AF","CF","CF-HS","Berbérati","no","FEFT","BBT","","","http://en.wikipedia.org/wiki/Berb%C3%A9rati_Airport",""
2875,"FGBT","medium_airport","Bata Airport",1.90547,9.80568,13,"AF","GQ","GQ-LI","","yes","FGBT","BSG","","","http://en.wikipedia.org/wiki/Bata_Airport",""
2876,"FGSL","medium_airport","Malabo Airport",3.75527,8.70872,76,"AF","GQ","GQ-BN","Malabo","yes","FGSL","SSG","","","http://en.wikipedia.org/wiki/Malabo_International_Airport","Fernando Poo"
2877,"FHAW","medium_airport","RAF Ascension Island",-7.9696,-14.3937,278,"AF","SH","SH-AC","Ascension Island","no","FHAW","ASI","","http://www.raf.mod.uk/organisation/stations.cfm?selectStation=9DEB5257-FDEF-6850-8B1CFF5050616CC1#cgi.script_name#","http://en.wikipedia.org/wiki/Ascension_Island_Base","Wideawake Airfield"
2878,"FIMP","medium_airport","Sir Seewoosagur Ramgoolam International Airport",-20.4302,57.6836,186,"AF","MU","MU-GP","Port Louis","yes","FIMP","MRU","","http://aml.mru.aero/","http://en.wikipedia.org/wiki/Sir_Seewoosagur_Ramgoolam_International_Airport","Plaisance International Airport"
2879,"FIMR","large_airport","Sir Charles Gaetan Duval Airport",-19.7577,63.361,95,"AF","MU","MU-VP","Port Mathurin","yes","FIMR","RRG","","","http://en.wikipedia.org/wiki/Rodrigues_Island_Airport","Plaine Corail"
2881,"FKKC","medium_airport","Tiko Airport",4.08919,9.36053,151,"AF","CM","CM-SW","Tiko","no","FKKC","TKC","","","http://en.wikipedia.org/wiki/Tiko_Airport",""
2882,"FKKD","medium_airport","Douala International Airport",4.00608,9.71948,33,"AF","CM","CM-LT","Douala","yes","FKKD","DLA","","","http://en.wikipedia.org/wiki/Douala_International_Airport",""
2883,"FKKL","medium_airport","Salak Airport",10.4514,14.2574,1390,"AF","CM","CM-EN","Maroua","yes","FKKL","MVR","","","http://en.wikipedia.org/wiki/Salak_Airport",""
2884,"FKKM","medium_airport","Foumban Nkounja Airport",5.63692,10.7508,3963,"AF","CM","CM-OU","Foumban","no","FKKM","FOM","","","",""
2885,"FKKN","medium_airport","N'Gaoundéré Airport",7.35701,13.5592,3655,"AF","CM","CM-AD","N'Gaoundéré","yes","FKKN","NGE","","","http://en.wikipedia.org/wiki/N'Gaound%C3%A9r%C3%A9_Airport","Ngaoundere"
2886,"FKKR","medium_airport","Garoua International Airport",9.33589,13.3701,794,"AF","CM","CM-NO","Garoua","yes","FKKR","GOU","","","http://en.wikipedia.org/wiki/Garoua_International_Airport",""
2887,"FKKU","medium_airport","Bafoussam Airport",5.53692,10.3546,4347,"AF","CM","CM-OU","Bafoussam","no","FKKU","BFX","","","http://en.wikipedia.org/wiki/Bafoussam_Airport",""
2888,"FKKV","medium_airport","Bamenda Airport",6.03924,10.1226,4065,"AF","CM","CM-NW","Bamenda","no","FKKV","BPC","","","",""
2889,"FKKY","medium_airport","Yaoundé Airport",3.83604,11.5235,2464,"AF","CM","CM-CE","Yaoundé","yes","FKKY","YAO","","","http://en.wikipedia.org/wiki/Yaound%C3%A9_Airport","Yaoundé Ville Airport"
2890,"FKYS","medium_airport","Yaoundé Nsimalen International Airport",3.72256,11.5533,2278,"AF","CM","CM-CE","Yaoundé","yes","FKYS","NSI","","","http://en.wikipedia.org/wiki/Yaound%C3%A9_Nsimalen_International_Airport",""
2891,"FLKE","medium_airport","Kasompe Airport",-12.5728,27.8939,4636,"AF","ZM","ZM-08","Chingola","no","FLKE","CGJ","","","https://en.wikipedia.org/wiki/Kasompe_Airport",""
2893,"FLLI","medium_airport","Livingstone Airport",-17.8218,25.8227,3302,"AF","ZM","ZM-07","Livingstone","yes","FLLI","LVI","","","http://en.wikipedia.org/wiki/Livingstone_Airport",""
2894,"FLLS","large_airport","Kenneth Kaunda International Airport Lusaka",-15.3308,28.4526,3779,"AF","ZM","ZM-09","Lusaka","yes","FLKK","LUN","","http://www.nacl.co.zm/?page_id=336","http://en.wikipedia.org/wiki/Lusaka_International_Airport",""
2895,"FLMF","medium_airport","Mfuwe Airport",-13.2589,31.9366,1853,"AF","ZM","ZM-03","Mfuwe","yes","FLMF","MFU","","","http://en.wikipedia.org/wiki/Mfuwe_Airport",""
2896,"FLMG","medium_airport","Mongu Airport",-15.2545,23.1623,3488,"AF","ZM","ZM-01","Mongu","no","FLMG","MNR","","","",""
2897,"FLND","medium_airport","Simon Mwansa Kapwepwe International Airport",-12.9981,28.6649,4167,"AF","ZM","ZM-08","Ndola","yes","FLSK","NLA","","","http://en.wikipedia.org/wiki/Ndola_Airport","FLND, Ndola Airport"
2898,"FLSO","medium_airport","Southdowns Airport",-12.9005,28.1499,4145,"AF","ZM","ZM-08","Kitwe","no","FLSO","KIW","","","",""
2901,"FMCH","medium_airport","Prince Said Ibrahim International Airport",-11.5337,43.2719,93,"AF","KM","KM-G","Moroni","yes","FMCH","HAH","","","http://en.wikipedia.org/wiki/Prince_Said_Ibrahim_International_Airport","Hahaia"
2902,"FMCI","medium_airport","Mohéli Bandar Es Eslam Airport",-12.2981,43.7664,46,"AF","KM","KM-M","","yes","FMCI","NWA","","","http://en.wikipedia.org/wiki/Moh%C3%A9li_Bandar_Es_Eslam_Airport","Mwali, Bandaressalam"
2903,"FMCV","medium_airport","Ouani Airport",-12.1317,44.4303,62,"AF","KM","KM-A","Ouani","yes","FMCV","AJN","","","http://en.wikipedia.org/wiki/Ouani_Airport",""
2904,"FMCZ","medium_airport","Dzaoudzi Pamandzi International Airport",-12.8047,45.2811,23,"AF","YT","YT-U-A","Dzaoudzi","yes","FMCZ","DZA","","","http://en.wikipedia.org/wiki/Dzaoudzi_Pamandzi_International_Airport",""
2905,"FMEE","medium_airport","Roland Garros Airport",-20.8871,55.5103,66,"AF","RE","RE-U-A","St Denis","yes","FMEE","RUN","","http://www.reunion.aeroport.fr/index.htm","http://en.wikipedia.org/wiki/Roland_Garros_Airport","Gillot Airport"
2906,"FMEP","medium_airport","Pierrefonds Airport",-21.3209,55.425,59,"AF","RE","RE-U-A","St Pierre","yes","FMEP","ZSE","","http://www.grandsudreunion.org/FR2004/aeroport.php","http://en.wikipedia.org/wiki/Pierrefonds_Airport","Aéroport de Saint-Pierre - Pierrefonds"
2908,"FMMI","medium_airport","Ivato Airport",-18.7969,47.4788,4198,"AF","MG","MG-T","Antananarivo","yes","FMMI","TNR","","","http://en.wikipedia.org/wiki/Ivato_Airport",""
2909,"FMMN","medium_airport","Miandrivazo Airport",-19.5628,45.4508,203,"AF","MG","MG-U","","yes","FMMN","ZVA","","","http://en.wikipedia.org/wiki/Miandrivazo_Airport",""
2910,"FMMS","medium_airport","Sainte Marie Airport",-17.0939,49.8158,7,"AF","MG","MG-A","","yes","FMMS","SMS","","","http://en.wikipedia.org/wiki/Saints_Marie_Airport",""
2911,"FMMT","medium_airport","Toamasina Airport",-18.1095,49.3925,22,"AF","MG","MG-A","","yes","FMMT","TMM","","","http://en.wikipedia.org/wiki/Toamasina_Airport",""
2912,"FMMV","medium_airport","Morondava Airport",-20.2847,44.3176,30,"AF","MG","MG-U","","yes","FMMV","MOQ","","","http://en.wikipedia.org/wiki/Morondava_Airport",""
2913,"FMNA","medium_airport","Arrachart Airport",-12.3494,49.2917,374,"AF","MG","MG-D","","yes","FMNA","DIE","","","http://en.wikipedia.org/wiki/Arrachart_Airport",""
2914,"FMNC","medium_airport","Mananara Nord Airport",-16.1639,49.7738,9,"AF","MG","MG-A","Mananara Nord","yes","FMNC","WMR","","","http://en.wikipedia.org/wiki/Mananara_Nord_Airport","Avaratra Airport"
2915,"FMND","medium_airport","Andapa Airport",-14.6517,49.6206,1552,"AF","MG","MG-D","","no","FMND","ZWA","","","",""
2917,"FMNH","medium_airport","Antsirabato Airport",-14.9994,50.3202,20,"AF","MG","MG-D","","yes","FMNH","ANM","","","http://en.wikipedia.org/wiki/Antsirabato_Airport",""
2918,"FMNL","medium_airport","Analalava Airport",-14.6297,47.7638,345,"AF","MG","MG-M","","yes","FMNL","HVA","","","http://en.wikipedia.org/wiki/Analalava_Airport",""
2919,"FMNM","medium_airport","Amborovy Airport",-15.6668,46.3512,87,"AF","MG","MG-M","","yes","FMNM","MJN","","","http://en.wikipedia.org/wiki/Amborovy_Airport","Philibert Tsiranana Airport, Mahajanga"
2920,"FMNN","medium_airport","Fascene Airport",-13.3121,48.3148,36,"AF","MG","MG-D","Nosy Be","yes","FMNN","NOS","","","http://en.wikipedia.org/wiki/Fascene_Airport",""
2921,"FMNQ","medium_airport","Besalampy Airport",-16.7445,44.4825,125,"AF","MG","MG-M","","yes","FMNQ","BPY","","","http://en.wikipedia.org/wiki/Besalampy_Airport",""
2922,"FMNR","medium_airport","Maroantsetra Airport",-15.4367,49.6883,13,"AF","MG","MG-A","","yes","FMNR","WMN","","","http://en.wikipedia.org/wiki/Maroantsetra_Airport",""
2923,"FMNS","medium_airport","Sambava Airport",-14.2786,50.1747,20,"AF","MG","MG-D","","yes","FMNS","SVB","","","http://en.wikipedia.org/wiki/Sambava_Airport",""
2924,"FMNV","medium_airport","Vohimarina Airport",-13.3758,50.0028,19,"AF","MG","MG-D","","yes","FMNV","VOH","","","http://en.wikipedia.org/wiki/Vohemar_Airport",""
2925,"FMNW","medium_airport","Ambalabe Airport",-14.8988,47.9939,92,"AF","MG","MG-M","Antsohihy","yes","FMNW","WAI","","","http://en.wikipedia.org/wiki/Ambalabe_Airport",""
2927,"FMSD","medium_airport","Tôlanaro Airport",-25.0381,46.9561,29,"AF","MG","MG-U","Tôlanaro","yes","FMSD","FTU","","","http://en.wikipedia.org/wiki/T%C3%B4lanaro_Airport","Tolagnaro Airport, Marillac Airport"
2928,"FMSF","medium_airport","Fianarantsoa Airport",-21.4416,47.1117,3658,"AF","MG","MG-F","","yes","FMSF","WFI","","","http://en.wikipedia.org/wiki/Fianarantsoa_Airport",""
2930,"FMSK","medium_airport","Manakara Airport",-22.1197,48.0217,33,"AF","MG","MG-F","","yes","FMSK","WVK","","","http://en.wikipedia.org/wiki/Manakara_Airport",""
2931,"FMSM","medium_airport","Mananjary Airport",-21.2018,48.3583,20,"AF","MG","MG-F","","yes","FMSM","MNJ","","","http://en.wikipedia.org/wiki/Mananjary_Airport",""
2932,"FMSR","medium_airport","Morombe Airport",-21.7539,43.3755,16,"AF","MG","MG-U","","yes","FMSR","MXM","","","http://en.wikipedia.org/wiki/Morombe_Airport",""
2933,"FMST","medium_airport","Toliara Airport",-23.3834,43.7285,29,"AF","MG","MG-U","","yes","FMST","TLE","","","http://en.wikipedia.org/wiki/Toliara_Airport",""
2934,"FNBC","medium_airport","Mbanza Congo Airport",-6.2699,14.247,1860,"AF","AO","AO-ZAI","Mbanza Congo","yes","FNBC","SSY","","","http://en.wikipedia.org/wiki/Mbanza_Congo_Airport",""
2935,"FNBG","medium_airport","Benguela Airport",-12.609,13.4037,118,"AF","AO","AO-BGU","Benguela","no","FNBG","BUG","","","http://en.wikipedia.org/wiki/Benguela_Airport","Aeroporto 17 de Setembro, Gen. V. Deslandes Airport"
2936,"FNCA","medium_airport","Cabinda Airport",-5.59699,12.1884,66,"AF","AO","AO-CAB","Cabinda","yes","FNCA","CAB","","","http://en.wikipedia.org/wiki/Cabinda_Airport",""
2937,"FNDU","medium_airport","Dundo Airport",-7.40089,20.8185,2451,"AF","AO","AO-LNO","Chitato","yes","FNDU","DUE","","","http://en.wikipedia.org/wiki/Dundo_Airport",""
2938,"FNGI","medium_airport","Ngjiva Pereira Airport",-17.0435,15.6838,3566,"AF","AO","AO-CNN","Ngiva","yes","FNGI","VPE","","","http://en.wikipedia.org/wiki/Ondjiva_Pereira_Airport","Ngiva Airport, NGV, Ondjiva, 11 de Novembro"
2939,"FNHU","medium_airport","Nova Lisboa Airport",-12.8089,15.7605,5587,"AF","AO","AO-HUA","Huambo","yes","FNHU","NOV","","","http://en.wikipedia.org/wiki/Nova_Lisboa_Airport","Nova Lisbo Airport"
2940,"FNKU","medium_airport","Kuito Airport",-12.4046,16.9474,5618,"AF","AO","AO-BIE","Kuito","no","FNKU","SVP","","","https://en.wikipedia.org/wiki/Kuito_Airport",""
2942,"FNLU","medium_airport","Quatro de Fevereiro Airport",-8.85837,13.2312,243,"AF","AO","AO-LUA","Luanda","yes","FNLU","LAD","","","http://en.wikipedia.org/wiki/Quatro_de_Fevereiro_Airport","4 de Fevereiro"
2944,"FNMA","medium_airport","Malanje Airport",-9.52509,16.3124,3868,"AF","AO","AO-MAL","Malanje","yes","FNMA","MEG","","","http://en.wikipedia.org/wiki/Malanje_Airport",""
